"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang"
"1403","@charliekulyrwah DemoRat party","Gvilletiger",1369484492914757632,"2021-03-10 03:05:21",0,0,"Alabama",186,1814,NA
"1404","Party City https://t.co/GdfynvC9yg","Mr_rager23",1369484492604334080,"2021-03-10 03:05:21",1,0,"Georgia, USA",341,346,NA
"1405","RT @jeffbrutlag: Looking for streamer friends who’d be interested in doing ~party games~ (like Jackbox, or something similar) as a collab 👀…","amberwavesogame",1369484490897231872,"2021-03-10 03:05:21",0,2,"Orlando, FL",1011,421,NA
"1406","RT @sucrecheri: Hello Elfs (≧▽≦)
I would like to invite you to a HOUSE PARTY that SUPER JUNIOR hosting on Mar 16th . Let's have fun!

SEE Y…","CHERRYNEM0",1369484490276438016,"2021-03-10 03:05:20",0,10," she/her 20",457,575,NA
"1407","My mom recently had a “divorce party” and the concept might seem a lil’ crazy but let’s normalize celebrating leaving mfs alone ✌🏾😭","leilani_capalot",1369484489928368128,"2021-03-10 03:05:20",15,2,"Atlanta, GA",2062,771,NA
"1408","Tuesday night cohort + watch party for our guy @coachwalkerGHS &amp; his @GilbertGirlsBB program in the playoffs.… https://t.co/P8NmV76sON","coachk424",1369484488045174784,"2021-03-10 03:05:20",1,1,"Ruston, LA",1718,1526,NA
"1409","RT @KKCO11News: “No more money for RINOS,” or Republican in name only, Trump stated. “They do nothing but hurt the Republican Party and our…","dorn_ted",1369484485117571072,"2021-03-10 03:05:19",0,1,"",127,334,NA
"1410","RT @OldInnocent: @prabucvl @itisprashanth @mkstalin Because he knows his supporting party is losing . So balancing on this .. he never spok…","pollachibot",1369484483641171968,"2021-03-10 03:05:19",0,1,"பொள்ளாச்சி",236,1,NA
"1411","RT @kaye0818_: Stream Party : March 13,2021 | Saturday at 6pm on Mackie United Youtube Channel 

See you 😉

https://t.co/OwRh1TirLU https:/…","Allie_t_MU",1369484483175518208,"2021-03-10 03:05:19",0,9,"",127,56,NA
"1412","btsvelvet house party https://t.co/1mlDpYQiO9","yoongiwi",1369484481061675008,"2021-03-10 03:05:18",19,2,"she/her 21",1170,482,NA
"1413","The Republican Party is filled with grifters, Trump being the biggest.  Now they're fighting each other over money.… https://t.co/MYYnZGCCWT","Ermdog24",1369484480310808576,"2021-03-10 03:05:18",0,0,"Illinois, USA",138,654,NA
"1414","RT @sheilawalker73: @Quea_Ali @Aceandbogie @liberal_party Good question. 
Canada’s media has a lot to answer for. 
This is the most ridicul…","Aceandbogie",1369484478553407488,"2021-03-10 03:05:18",0,1,"",518,516,NA
"1415","Clubhouse seriously sucks it’s like waiting in line to get in the club only to get to the party too late and everyo… https://t.co/DEIqfxMYI5","charliemizza",1369484475810385920,"2021-03-10 03:05:17",0,0,"Fargo, ND USA",12892,6634,NA
"1416","@sumitp191 @kakar_harsha @fawadchaudhry Don't you need forex reserves to increase..💥😆
Sellers have all the rights t… https://t.co/ekMsNZ82nl","hope11786",1369484474879197184,"2021-03-10 03:05:17",0,0,"",87,232,NA
"1417","From this to this. Good job @BigHitEnt @bts_bighit 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 hoping that everything is okay now~ mati loh hack… https://t.co/aM4Dmn3DYu","teamopjm_",1369484474728083456,"2021-03-10 03:05:17",6,1,"",41,178,NA
"1418","RT @Yoitsmeashhh: SHAZAM PARTY IN YOUR AREA!

🔊 BLINKs learn how to SHAZAM! So we can get a better Hot100 Chart if ON THE GROUND will be on…","blink24982529",1369484474090549248,"2021-03-10 03:05:17",0,23,"",60,781,NA
"1419","My latest Party Show is going down now! Come and see on @Flirt4Free https://t.co/j7xYmapycA https://t.co/W6IQuPITKJ","Jonesryanf4f",1369484474002464768,"2021-03-10 03:05:17",0,0,"Medellín, Colombia",876,71,NA
"1420","RT @UtileNetwork: A big promotional event for Utile Network on March 8, 8:15UTC!

Join 'PANCAKESWAP PARTY' to have a chance to win 1000$ in…","bd_bitcoin",1369484473746685952,"2021-03-10 03:05:16",0,719,"",86,654,NA
"1421","@atrupar As her party passes regulations to limit minority voting.","ChrissyMicah",1369484472685649920,"2021-03-10 03:05:16",1,0,"Florida",49,283,NA
"1422","Let's get this Party Show started right. Join me now on @Flirt4Free https://t.co/KmrOoA0xN6 https://t.co/4Ke1fZ3vON","AlexStud_F4F",1369484470718320640,"2021-03-10 03:05:16",0,0,"Medellín, Colombia",3268,83,NA
"1423","The Scott Radley Show Podcast - 2021 RBC Canadian Open cancelled, Ontario Liberal Party now debt-free &amp; Has Bruno M… https://t.co/pGfvgeWqH1","AM900CHML",1369484470324240384,"2021-03-10 03:05:16",0,0,"Hamilton, Ontario",18529,60,NA
"1424","RT @LOUnitedOFC_: Twitter Party for Lou tomorrow at 10 AM. 

Kindly spread and retweet Beautiful People, and save Drafts.

You can dm us an…","Best38530310",1369484469908901888,"2021-03-10 03:05:16",0,31,"",5,9,NA
"1425","RT @WINDOCTORRX: Growing up there wasn't any doubt whatsoever that the Democrat party was the party of the working man. Now it's the Party…","SafirbluPatriot",1369484468403249152,"2021-03-10 03:05:15",0,20,"United States",2765,4056,NA
"1426","RT @Savage0zion: Join JDC Entertainment in our 2nd pop up shop/ day party event 🍾🍾🍾🍾
      •Free drinks 21+ (first hour) 🥃…","Savage0zion",1369484464406069248,"2021-03-10 03:05:14",0,16,"469/281",823,732,NA
"1427","they were at a party in the middle of  pogtopia???? kinda sus :///","honkjackie",1369484464368271360,"2021-03-10 03:05:14",0,0,"she/they/he - minor ",369,611,NA
"1428","At our company party I was drinking with like 4 dudes and when My bill came they all fought about who got to pay it 😇

findom paypig finbrat","QueenofHeartsN",1369484461293719552,"2021-03-10 03:05:14",0,0,"$25 tribute $50 unblock fee",992,182,NA
"1429","RT @drake_ridge: A lot of opinions about this NV Dems election from people who visited Las Vegas once for a bachelor party","jakefield14",1369484460882857984,"2021-03-10 03:05:13",0,5,"818/504/702/712/813/919/561",465,961,NA
"1430","house sitting alone in the mountains do i play mad father or start playing corpse party or do i just keep playing project diva ?","rabbssuxx",1369484459133652992,"2021-03-10 03:05:13",0,0,"weebtown usA",404,998,NA
"1431","current party setup xoxo https://t.co/KWeIpYuVek","inkybuss",1369484458496122880,"2021-03-10 03:05:13",2,0,"",121,556,NA
"1432","RT @lijukic: There is a political party in Hungary that advocates for a Smaller Hungary. https://t.co/QVjNwA9ck6","mice_nerd",1369484456256434176,"2021-03-10 03:05:12",0,39,"Treaty 6",180,390,NA
"1433","@charliekirk11 Your party hasn't been worried about tests or masks for how long.... never!  Now you're concerned?","EllenC17723459",1369484456248152064,"2021-03-10 03:05:12",0,0,"",40,52,NA
"1434","wish i knew armys who lived where i live to hold a grammys watch party","PJlMlS",1369484453957922816,"2021-03-10 03:05:12",2,0,"지민  ♥︎  :  ⧉. 9TEEN",662,666,NA
"1435","@userunknowwn ""presumption"" does not equal ""fact"" of innocence. #MorrisonRapeCrisis - self-made due to choosing not… https://t.co/gzzfJteYnT","suemulhall",1369484447205105664,"2021-03-10 03:05:10",0,0,"Singapore",138,575,NA
"1436","RT @mackiesleague: STREAM PARTY!! 

Join us on March 13,2021 , Saturday at 6PM on @mackieunited_ Youtube Channel 😊

https://t.co/o5WxIsj1ht…","Allie_t_MU",1369484445196124160,"2021-03-10 03:05:10",0,9,"",127,56,NA
"1437","RT @haikeaone1: @simonahac @LaLegale @ScottMorrisonMP Morrison is hanging on by the skin of his teeth - he hasn’t realised his Meteoric Rid…","SueChapo",1369484444566835200,"2021-03-10 03:05:10",0,4,"Australia",1659,1544,NA
"1438","they were at a fucking party? in the middle of a fucking panini? i cant believe them wtf","honkgina",1369484438929833984,"2021-03-10 03:05:08",6,0,"she/her — 18",2842,1766,NA
"1439","RT @mnjanina: Ted Cruz says they are not the Party of Country Clubs😂While Worshippers of a Gold Statue plan to have the RNC at their Leader…","leahoneywine",1369484435410673664,"2021-03-10 03:05:07",0,1,"No. California",309,699,NA
"1440","Im throwing a party soon 🤧","slimdeezy28",1369484434605543424,"2021-03-10 03:05:07",0,0,"Yo moms house ",398,340,NA
"1441","RT @j035ich5pach: Dems bruh. From abortion to nursing homes, and everything in between, @TheDemocrats are the party of death. https://t.co/…","MargerineMagpie",1369484433380814848,"2021-03-10 03:05:07",0,5,"",579,905,NA
"1442","RT @BLShiv: @murpharoo Scott Morrison has doubled down on backing an ""alleged"" but statistically extremely likely rapist, telling the publi…","Sheva04095627",1369484431354855424,"2021-03-10 03:05:06",0,1,"",222,492,NA
"1443","@mmitchelldaviss They’re going to see the Party Music videos and lose their minds","KellyL54",1369484427512909824,"2021-03-10 03:05:05",1,0,"Pittsburgh, PA",485,684,NA
"1444","@GreenBlueC Or in this case, the party of principle.","KellyScaletta",1369484427202543616,"2021-03-10 03:05:05",0,0,"Elgin, TX",18322,3201,NA
"1445","The Death of Third Party Cookies And What It Means For The Future of Google Ads #MarketingTips… https://t.co/qTahFW2zyM","SandraGiffin",1369484425201741824,"2021-03-10 03:05:05",0,3,"Vancouver, Canada",59728,48643,NA
"1446","@4_allboys Great wet party","Map25101618",1369484424614645760,"2021-03-10 03:05:05",0,0,"Portugal 🇵🇹 ",383,1972,NA
"1447","@a5vote

REQUEST @arashi5official @MTV #FridayLivestream  

#ARASHI IN THE SUMMER / Turning Up / Kaito / Whenever Y… https://t.co/HaB2f3rjAy","arc3lvvv",1369484424388038656,"2021-03-10 03:05:05",0,0,"",134,70,NA
"1448","@SherryC05790623 @funder The republicans vote no on everything because they are taking orders from Dumpty. He owns… https://t.co/CZdOxc8Upl","ItLaney110",1369484424237232128,"2021-03-10 03:05:05",0,0,"",408,456,NA
"1449","RT @patriotproj: Trump Warns 'No More Money for RINOS' Who 'Hurt the Republican Party' https://t.co/IDox4B55hY","trevors241",1369484423289307136,"2021-03-10 03:05:04",0,1,"#TexasForever",6982,7361,NA
"1450","The time spent with ARASHI is my treasure. I request that ARASHI's music be broadcast this week as well!

REQUEST… https://t.co/ckcRQMBDFm","greengreen51224",1369484423008112640,"2021-03-10 03:05:04",0,0,"",727,769,NA
"1451","We need a Citizens Income, we need Housing for everyone and we need to retain our free NHS. We need Progressive pol… https://t.co/SKPfoIbafB","Prog_Party",1369484422953787392,"2021-03-10 03:05:04",0,0,"United Kingdom",2776,2808,NA
"1452","COME AND JOIN WITH US!
LET'S CELEBRATE 10TH ALBUM of SUPER JUNIOR!🎉

The Party will be held on March,16 2021 on You… https://t.co/6Ltuyxj8nY","xxalyaseh",1369484422404136960,"2021-03-10 03:05:04",0,0,"",280,246,NA
"1453","RT @hall_yve: @tflavir @FeralMerc @bigchungusyuh @KentAllard00 You should read a history book kiddo.

Also that stage was designed by a com…","KentAllard00",1369484422072983552,"2021-03-10 03:05:04",0,1,"",250,994,NA
